binomial,family,scientific_name_full,life_form,af_status,n_records_af,ornamental_or_cultivated,endemism_level_pct,endemism_group,endemism_bf2020,records_inside_af,records_outside_af,py_threat_category,ar_threat_category,ar_endemic_category,uses,is_timber,lqv_25km_documented,lqv_25km_sources,lqv_25km_occurrences,lqv_vernacular,lqv_iucn
Schinopsis balansae,,Schinopsis balansae,,in AR list but not in AF checklist,0,,,,,,,,Endangered,,,,,,,,
Schinopsis brasiliensis,Anacardiaceae,Schinopsis brasiliensis Engl.,tree,new to AF,159,NA,12.93,widespread,Not in the AF,6,104,,,,timber,yes,,,,,
Schinopsis haenkeana,,Schinopsis haenkeana,,in AR list but not in AF checklist,0,,,,,,,,Indeterminada (maybe Vulnerable),,,,,,,,
Schinopsis lorentzii,,Schinopsis lorentzii,,in AR list but not in AF checklist,0,,,,,,,,Indeterminada (maybe LC),,,,,,,,
Schinus bumelioides,,Schinus bumelioides,,in AR list but not in AF checklist,0,,,,,,,,,cat1: Plantas muy abundantes en los lugares de origen y con amplia distribución ,,,,,,,
Schinus engleri,Anacardiaceae,Schinus engleri F.A.Barkley,tree,new to AF,70,NA,87.34,widespread,Not in the AF,55,7,,,,,,,,,,
Schinus fasciculata,Anacardiaceae,Schinus fasciculata (Griseb.) I.M. Johnst.,tree,confirmed,67,NA,7.41,occasional,Not endemic,4,52,,,,,,,,,,
Schinus ferox,Anacardiaceae,Schinus ferox Hassl.,tree,confirmed,60,NA,90.48,near_endemic,Not endemic,21,2,,,,,,,,,,
Schinus johnstonii,,Schinus johnstonii,,in AR list but not in AF checklist,0,,,,,,,,,cat1: Plantas muy abundantes en los lugares de origen y con amplia distribución ,,,,,,,
Schinus lentiscifolia,Anacardiaceae,Schinus lentiscifolia Marchand,tree,confirmed,78,NA,43.42,widespread,Not endemic,30,29,,,,,,,,,,
Schinus longifolia,Anacardiaceae,Schinus longifolia (Lindl.) Speg.,tree,confirmed,154,NA,20.69,widespread,Not endemic,18,91,,,,,,,,,,
Schinus molle,Anacardiaceae,Schinus molle L.,tree,confirmed,1619,NA,29.57,widespread,Not endemic,177,664,,,,alcohol | essential_oils | fences | food | fuel | medicinal | ornamental | poison | resins_gums | rubber_latex | timber,yes,,,,,
Schinus patagonicus,,Schinus patagonicus,,in AR list but not in AF checklist,0,,,,,,,,Indeterminada,,,,,,,,
Schinus polygama,Anacardiaceae,Schinus polygama (Cav.) Cabrera,tree,confirmed,243,NA,35.57,widespread,Not endemic,88,73,,,,,,,,,,
Schinus ramboi,Anacardiaceae,Schinus ramboi F.A.Barkley,tree,confirmed,4,NA,100.0,pure_endemic,Not endemic,4,0,,,,,,,,,,
Schinus sinuatus,,Schinus sinuatus,,in AR list but not in AF checklist,0,,,,,,,,,"cat4: Plantas restringidas a una sola provincia política, o con áreas reducidas ",,,,,,,
Schinus spinosa,Anacardiaceae,Schinus spinosa Engl.,tree,confirmed,20,NA,100.0,pure_endemic,Not endemic,19,0,,,,,,,,,,
Schinus terebinthifolia,Anacardiaceae,Schinus terebinthifolia Raddi,tree,confirmed,4398,cultivated,85.69,widespread,Not endemic,3184,310,,,,essential_oils | fences | fodder | food | fuel | medicinal | ornamental | poison | resins_gums | timber,yes,,,,,
Schinus weinmanniifolia,Anacardiaceae,Schinus weinmanniifolia Mart. ex Engl.,shrub,confirmed,150,NA,50.72,widespread,Not endemic,63,39,,,,,,,,,,
Schistostemon retusum,Humiriaceae,Schistostemon retusum (Ducke) Cuatrec.,tree,new to AF,36,NA,30.77,widespread,Not in the AF,15,19,,,,,,,,,,
Schizocalyx cuspidatus,Rubiaceae,Schizocalyx cuspidatus (A.St.-Hil.) Kainul. & B. Bremer,tree,confirmed,117,NA,94.36,near_endemic,Not endemic,102,4,,,,,,,,,,
Schizolobium parahyba,Fabaceae,Schizolobium parahyba (Vell.) Blake,tree,confirmed,785,NA,44.0,widespread,Not endemic,209,344,,,,food | fuel | ornamental | timber,yes,,,,,
Schlegelia parviflora,Schlegeliaceae,Schlegelia parviflora (Oerst.) Monach.,tree,confirmed,330,NA,11.11,widespread,Not endemic,28,257,,,,,,,,,,
Schnella angulosa,Fabaceae,Schnella angulosa (Vogel) Wunderlin,shrub,confirmed,87,NA,94.52,near_endemic,Endemic,73,3,,,,,,,,,,
Schoepfia brasiliensis,Schoepfiaceae,Schoepfia brasiliensis A.DC.,tree,probable occurrence in the AF,160,,,,,,,,,,,,,,,,
Schradera brasiliensis,Rubiaceae,Schradera brasiliensis Mart. ex Schult.f. & Schult.,tree,new to AF,7,NA,85.71,widespread,Not in the AF,6,1,,,,,,,,,,
Schwartzia adamantium,Marcgraviaceae,Schwartzia adamantium (Cambess.) Bedell ex Gir.-Canas,tree,new to AF,159,NA,5.64,occasional,Not in the AF,3,118,,,,,,,,,,
Schweiggeria fruticosa,Violaceae,Schweiggeria fruticosa Spreng.,shrub,confirmed,29,NA,76.92,widespread,Endemic,13,2,,,,,,,,,,
Scleria schulzii,,Scleria schulzii,,in AR list but not in AF checklist,0,,,,,,,,,cat5: Plantas de distribución restringida (como cat. 4) pero con poblaciones esc,,,,,,,
Sclerophylax trispermus,,Sclerophylax trispermus,,in AR list but not in AF checklist,0,,,,,,,,,"cat3: Plantas comunes, aunque no abundantes en una o más de las unidades fitogeo",,,,,,,
Scutia arenicola,Rhamnaceae,Scutia arenicola (Casar.) Reissek,shrub,confirmed,26,NA,88.24,near_endemic,Endemic,20,1,,,,,,,,,,
Scutia buxifolia,Rhamnaceae,Scutia buxifolia Reissek,tree,confirmed,99,NA,29.41,widespread,Not endemic,41,29,,,,,,,,,,
Scyphonychium multiflorum,Sapindaceae,Scyphonychium multiflorum (Mart.) Radlk.,tree,confirmed,41,NA,92.86,near_endemic,Not endemic,32,1,,,,,,,,,,
Sebastiania brasiliensis,Euphorbiaceae,Sebastiania brasiliensis Spreng.,tree,confirmed,916,NA,40.16,widespread,Not endemic,363,319,,,,,,yes,GBIF,113,Blanquillo,
Sebastiania brevifolia,Euphorbiaceae,Sebastiania brevifolia (Mull.Arg.) Mull.Arg.,shrub,new to AF,107,NA,20.0,widespread,Not in the AF,2,36,,,,,,,,,,
Sebastiania jacobinensis,Euphorbiaceae,Sebastiania jacobinensis (Mull.Arg.) Mull.Arg.,tree,confirmed,59,NA,53.25,widespread,Not endemic,22,17,,,,,,,,,,
Sebastiania riparia,Euphorbiaceae,Sebastiania riparia Schrad.,tree,confirmed,11,NA,69.23,widespread,Not endemic,4,2,,,,,,,,,,
Seguieria aculeata,Phytolaccaceae,Seguieria aculeata Jacq.,tree,confirmed,207,NA,76.92,widespread,Not endemic,105,42,,,,,,yes,GBIF,34,,
Seguieria americana,Phytolaccaceae,Seguieria americana L.,tree,confirmed,118,NA,71.79,widespread,Not endemic,40,15,,,,,,,,,,
Seguieria langsdorffii,Phytolaccaceae,Seguieria langsdorffii Moq.,tree,confirmed,133,NA,93.6,near_endemic,Not endemic,106,3,,,,,,,,,,
Senaea coerulea,Gentianaceae,Senaea coerulea Taub.,shrub,probable occurrence in the AF,2,,,,,,,,,,,,,,,,
Senaea janeirensis,Gentianaceae,Senaea janeirensis Brade,tree,confirmed,4,NA,100.0,pure_endemic,Endemic,4,0,,,,,,,,,,
Senecio glandulifer,,Senecio glandulifer,,in AR list but not in AF checklist,0,,,,,,,,,"cat3: Plantas comunes, aunque no abundantes en una o más de las unidades fitogeo",,,,,,,
Senecio leucostachys,,Senecio leucostachys,,in AR list but not in AF checklist,0,,,,,,,,,cat1: Plantas muy abundantes en los lugares de origen y con amplia distribución ,,,,,,,
Senefeldera verticillata,Euphorbiaceae,Senefeldera verticillata (Vell.) Croizat,tree,confirmed,193,NA,77.73,widespread,Endemic,117,2,,,,,,,,,,
Senegalia bahiensis,Fabaceae,Senegalia bahiensis (Benth.) Seigler & Ebinger,tree,confirmed,437,NA,16.11,widespread,Not endemic,36,260,,,,,,,,,,
Senegalia bonariensis,Fabaceae,Senegalia bonariensis (Gillies ex Hook. & Arn.) Seigler & Ebinger,shrub,confirmed,115,NA,12.35,widespread,Endemic,11,77,,,,,,,,,,
Senegalia fiebrigii,Fabaceae,Senegalia fiebrigii (Hassl.) Seigler & Ebinger,shrub,not in the BF.2020,55,NA,43.42,widespread,NA,14,20,,,,,,,,,,
Senegalia giganticarpa,Fabaceae,Senegalia giganticarpa (G.P.Lewis) Seigler & Ebinger,tree,confirmed,39,NA,91.8,near_endemic,Endemic,28,2,,,,,,,,,,
Senegalia globosa,Fabaceae,Senegalia globosa (Bocage & Miotto) L.P.Queiroz,shrub,new to AF,189,NA,19.31,widespread,Not in the AF,7,73,,,,,,,,,,
Senegalia grandisiliqua,Fabaceae,Senegalia grandisiliqua (Benth.) Seigler & Ebinger,shrub,confirmed,12,NA,100.0,pure_endemic,Endemic,8,0,,,,,,,,,,
Senegalia harleyi,Fabaceae,"Senegalia harleyi Seigler, Ebinger, & P.G. Ribeiro",tree,confirmed,42,NA,35.85,widespread,Endemic,5,12,,,,,,,,,,
Senegalia hatschbachii,Fabaceae,"Senegalia hatschbachii Seigler,Ebinger & P. G. Ribeiro",tree,new to AF,8,NA,87.5,widespread,Not in the AF,7,1,,,,,,,,,,
Senegalia irwinii,Fabaceae,"Senegalia irwinii Seigler, Ebinger, & P.G. Ribeiro",tree,confirmed,16,NA,96.55,near_endemic,Not endemic,14,0,,,,,,,,,,
Senegalia kallunkiae,Fabaceae,Senegalia kallunkiae (J.W.Grimes & Barneby) Seigler & Ebinger,tree,confirmed,17,NA,92.31,near_endemic,Not endemic,10,1,,,,,,,,,,
Senegalia langsdorffii,Fabaceae,Senegalia langsdorffii (Benth.) Seigler & Ebinger,tree,confirmed,312,NA,11.86,widespread,Not endemic,11,160,,,,,,,,,,
Senegalia lasiophylla,Fabaceae,Senegalia lasiophylla (Benth.) Seigler & Ebinger,tree,confirmed,84,NA,23.76,widespread,Endemic,6,30,,,,,,,,,,
Senegalia lewisii,Fabaceae,Senegalia lewisii (Bocage & Miotto) L.P.Queiroz,shrub,new to AF,13,NA,50.0,widespread,Not in the AF,6,5,,,,,,,,,,
Senegalia loretensis,Fabaceae,Senegalia loretensis (J.F.Macbr.) Seigler & Ebinger,tree,new to AF,352,NA,15.62,widespread,Not in the AF,34,217,,,,,,,,,,
Senegalia lowei,Fabaceae,Senegalia lowei (L.Rico) Seigler & Ebinger,shrub,confirmed,9,NA,88.89,near_endemic,Endemic,8,1,,,,,,,,,,
Senegalia martii,Fabaceae,Senegalia martii (Benth.) Seigler & Ebinger,tree,confirmed,77,NA,28.12,widespread,Not endemic,11,34,,,,,,,,,,
Senegalia martiusiana,Fabaceae,Senegalia martiusiana (Steud.) Seigler & Ebinger,tree,confirmed,158,NA,62.78,widespread,Not endemic,75,43,,,,,,,,,,
Senegalia monacantha,Fabaceae,Senegalia monacantha (Willd.) Seigler & Ebinger,tree,new to AF,36,NA,41.38,widespread,Not in the AF,9,8,,,,,,,,,,
Senegalia nitidifolia,Fabaceae,Senegalia nitidifolia (Speg.) Seigler & Ebinger,tree,confirmed,107,NA,98.89,near_endemic,Endemic,104,1,,,,,,,,,,
Senegalia paganuccii,Fabaceae,"Senegalia paganuccii Seigler, Ebinger & Ribeiro",tree,new to AF,42,NA,19.05,widespread,Not in the AF,4,19,,,,,,,,,,
Senegalia paraensis,Fabaceae,Senegalia paraensis (Ducke) Seigler & Ebinger,shrub,new to AF,40,NA,45.59,widespread,Not in the AF,13,18,,,,,,,,,,
Senegalia parviceps,Fabaceae,Senegalia parviceps (Speg.) Seigler & Ebinger,tree,confirmed,99,NA,56.36,widespread,Endemic,48,34,,,,,,,,,,
Senegalia pedicellata,Fabaceae,Senegalia pedicellata (Benth.) Seigler & Ebinger,shrub,confirmed,11,NA,100.0,pure_endemic,Endemic,7,0,,,,,,,,,,
Senegalia piauhiensis,Fabaceae,Senegalia piauhiensis (Benth.) Seigler & Ebinger,tree,new to AF,149,NA,8.29,occasional,Not in the AF,3,100,,,,,,,,,,
Senegalia polyphylla,Fabaceae,Senegalia polyphylla (DC.) Britton & Rose,tree,confirmed,1422,NA,22.83,widespread,Not endemic,253,773,,,,timber,yes,,,,,
Senegalia recurva,Fabaceae,Senegalia recurva (Benth.) Seigler & Ebinger,tree,confirmed,94,NA,91.6,near_endemic,Endemic,82,4,,,,,,,,,,
Senegalia riparia,Fabaceae,Senegalia riparia (Kunth) Britton & Rose ex Britton & Killip,shrub,confirmed,373,NA,23.36,widespread,Not endemic,45,170,,,,,,,,,,
Senegalia rostrata,Fabaceae,Senegalia rostrata (Humb. & Bonpl. ex Willd.) Seigler & Ebinger,shrub,probable occurrence in the AF,32,,,,,,,,,,,,,,,,
Senegalia tenuifolia,Fabaceae,Senegalia tenuifolia (L.) Britton & Rose,tree,confirmed,719,NA,24.37,widespread,Not endemic,138,385,,,,,,,,,,
Senegalia tucumanensis,Fabaceae,Senegalia tucumanensis (Griseb.) Seigler & Ebinger,tree,confirmed,209,NA,34.44,widespread,Endemic,55,112,,,,,,,,,,
Senna acuruensis,Fabaceae,Senna acuruensis (Benth.) H.S.Irwin & Barneby,tree,new to AF,173,NA,21.43,widespread,Not in the AF,8,65,,,,,,,,,,
Senna affinis,Fabaceae,Senna affinis (Benth.) H.S.Irwin & Barneby,tree,confirmed,162,NA,96.81,near_endemic,Not endemic,139,5,,,,,,,,,,
Senna alata,Fabaceae,Senna alata (L.) Roxb.,tree,confirmed,580,cultivated,28.43,widespread,Not endemic,116,274,,,,medicinal | ornamental,,,,,,
Senna appendiculata,Fabaceae,Senna appendiculata (Vogel) Wiersema,shrub,confirmed,66,NA,100.0,pure_endemic,Not endemic,58,0,,,,,,,,,,
Senna araucarietorum,Fabaceae,Senna araucarietorum H.S.Irwin & Barneby,shrub,confirmed,85,NA,99.25,near_endemic,Endemic,78,0,,,,,,,,,,
Senna aristeguietae,Fabaceae,Senna aristeguietae H.S.Irwin & Barneby,shrub,confirmed,9,NA,100.0,pure_endemic,Not endemic,3,0,,,,,,,,,,
Senna aversiflora,Fabaceae,Senna aversiflora (Herb.) H.S.Irwin & Barneby,tree,new to AF,118,NA,54.36,widespread,Not in the AF,37,31,,,,,,,,,,
Senna bacillaris,Fabaceae,Senna bacillaris (L.f.) H.S.Irwin & Barneby,tree,new to AF,416,NA,8.68,occasional,Not in the AF,19,220,,,,,,,,,,
Senna cana,Fabaceae,Senna cana (Nees & Mart.) H.S.Irwin & Barneby,shrub,confirmed,388,NA,26.57,widespread,Not endemic,39,156,,,,,,,,,,
Senna catingae,Fabaceae,Senna catingae (Harms) L.P.Queiroz,shrub,new to AF,65,NA,27.16,widespread,Not in the AF,6,21,,,,,,,,,,
Senna cearensis,Fabaceae,Senna cearensis Afr.Fern.,tree,probable occurrence in the AF,147,,,,,,,,,,,,,,,,
Senna cernua,Fabaceae,Senna cernua (Balb.) H.S.Irwin & Barneby,shrub,confirmed,159,NA,72.04,widespread,Not endemic,88,18,,,,,,,,,,
Senna corifolia,Fabaceae,Senna corifolia (Benth.) H.S.Irwin & Barneby,shrub,probable occurrence in the AF,45,,,,,,,,,,,,,,,,
Senna corymbosa,Fabaceae,Senna corymbosa (Lam.) H.S.Irwin & Barneby,shrub,confirmed,211,NA,30.49,widespread,Not endemic,44,96,,,,,,,,,,
Senna formosa,Fabaceae,Senna formosa H.S.Irwin & Barneby,tree,confirmed,9,NA,100.0,pure_endemic,Endemic,9,0,,,,,,,,,,
Senna fruticosa,Fabaceae,Senna fruticosa (Mill.) H.S.Irwin & Barneby,tree,new to AF,118,NA,1.49,occasional,Not in the AF,1,81,,,,,,,,,,
Senna gardneri,Fabaceae,Senna gardneri (Benth.) H.S.Irwin & Barneby,tree,new to AF,141,NA,4.47,occasional,Not in the AF,1,74,,,,,,,,,,
Senna georgica,Fabaceae,Senna georgica H.S.Irwin & Barneby,shrub,confirmed,176,NA,33.82,widespread,Not endemic,46,90,,,,,,,,,,
Senna hirsuta,Fabaceae,Senna hirsuta (L.) H.S.Irwin & Barneby,shrub,confirmed,486,NA,19.37,widespread,Not endemic,65,251,,,,,,,,,,
Senna itatiaiae,Fabaceae,Senna itatiaiae H.S.Irwin & Barneby,shrub,confirmed,10,NA,100.0,pure_endemic,Endemic,10,0,,,,,,,,,,
Senna latifolia,Fabaceae,Senna latifolia (G.Mey.) H.S.Irwin & Barneby,shrub?,new to AF,209,NA,0.63,occasional,Not in the AF,1,167,,,,,,,,,,
Senna lechriosperma,Fabaceae,Senna lechriosperma H.S.Irwin & Barneby,shrub,new to AF,52,NA,31.75,widespread,Not in the AF,10,20,,,,,,,,,,
Senna macranthera,Fabaceae,Senna macranthera (DC. ex Collad.) H.S.Irwin & Barneby,tree,confirmed,1313,NA,42.03,widespread,Not endemic,453,520,,,,,,,,,,
Senna martiana,Fabaceae,Senna martiana (Benth.) H.S.Irwin & Barneby,tree,new to AF,134,NA,4.76,occasional,Not in the AF,5,99,,,,,,,,,,
Senna morongii,Fabaceae,Senna morongii (Britton) H.S. Irwin & Barneby,tree?,not in the BF.2020,110,NA,1.54,occasional,NA,1,67,,,,,,,,,,
Senna multijuga,Fabaceae,Senna multijuga (Rich.) H.S.Irwin & Barneby,tree,confirmed,1506,NA,56.3,widespread,Not endemic,655,426,,,,,,,,,,
Senna oblongifolia,Fabaceae,Senna oblongifolia (Vogel) H.S.Irwin & Barneby,shrub,confirmed,114,NA,81.67,widespread,Not endemic,78,16,,,,,,,,,,
Senna occidentalis,Fabaceae,Senna occidentalis (L.) Link,shrub,confirmed,1204,NA,22.79,widespread,Not endemic,207,645,,,,food | poison,,,,,,
Senna organensis,Fabaceae,Senna organensis (Glaz. ex Harms) H.S.Irwin,shrub,confirmed,45,NA,98.46,near_endemic,Endemic,39,0,,,,,,,,,,
Senna pendula,Fabaceae,Senna pendula (Humb.& Bonpl.ex Willd.) H.S.Irwin & Barneby,tree,confirmed,998,NA,38.7,widespread,Not endemic,306,419,,,,,,,,,,
Senna phlebadenia,Fabaceae,Senna phlebadenia H.S.Irwin & Barneby,tree,confirmed,75,NA,98.29,near_endemic,Not endemic,60,0,,,,,,,,,,
Senna polyphylla,Fabaceae,Senna polyphylla (Jacq.) H.S.Irwin & Barneby,tree,confirmed,58,NA,17.54,widespread,Endemic,10,30,,,,,,,,,,
Senna quinquangulata,Fabaceae,Senna quinquangulata (Rich.) H.S.Irwin & Barneby,tree,confirmed,404,NA,21.83,widespread,Not endemic,72,241,,,,,,,,,,
Senna reniformis,Fabaceae,Senna reniformis (G.Don) H.S.Irwin & Barneby,tree,new to AF,176,NA,59.56,widespread,Not in the AF,52,34,,,,,,,,,,
Senna reticulata,Fabaceae,Senna reticulata (Willd.) H.S.Irwin & Barneby,tree,new to AF,492,NA,2.52,occasional,Not in the AF,6,291,,,,,,,,,,
Senna rizzinii,Fabaceae,Senna rizzinii H.S.Irwin & Barneby,shrub,new to AF,293,NA,14.25,widespread,Not in the AF,28,177,,,,,,,,,,
Senna rugosa,Fabaceae,Senna rugosa (G.Don) H.S.Irwin & Barneby,shrub,confirmed,767,NA,11.61,widespread,Not endemic,56,494,,,,,,,,,,
Senna silvestris,Fabaceae,Senna silvestris (Vell.) H.S.Irwin & Barneby,tree,confirmed,1230,NA,14.88,widespread,Not endemic,127,756,,,,,,,,,,
Senna spectabilis,Fabaceae,Senna spectabilis (DC.) H.S.Irwin & Barneby,tree,confirmed,658,NA,17.36,widespread,Not endemic,66,355,,,,fences | fuel | ornamental | timber,yes,,,,,
Senna splendida,Fabaceae,Senna splendida (Vogel) H.S.Irwin & Barneby,tree,confirmed,442,NA,41.26,widespread,Not endemic,138,149,,,,,,,,,,
Senna subulata,,Senna subulata,,in AR list but not in AF checklist,0,,,,,,,,,"cat2: Plantas abundantes, presentes en sólo una de las grandes unidades fitogeog",,,,,,,
Senna trachypus,Fabaceae,Senna trachypus (Benth.) H.S.Irwin & Barneby,shrub,new to AF,232,NA,4.86,occasional,Not in the AF,8,157,,,,,,,,,,
Senna tropica,Fabaceae,Senna tropica (Vell.) H.S.Irwin & Barneby,shrub,confirmed,102,NA,95.07,near_endemic,Endemic,83,3,,,,,,,,,,
Senna velutina,Fabaceae,Senna velutina (Vogel) H.S.Irwin & Barneby,shrub,new to AF,295,NA,4.33,occasional,Not in the AF,5,214,,,,,,,,,,
Sesbania macroptera,Fabaceae,Sesbania macroptera NA,tree?,not in the BF.2020,21,NA,14.29,widespread,NA,1,6,,,,,,,,,,
Sesbania punicea,Fabaceae,Sesbania punicea (Cav.) Benth.,shrub,confirmed,231,NA,52.79,widespread,Not endemic,96,64,,,,,,,,,,
Sesbania virgata,Fabaceae,Sesbania virgata (Cav.) Pers.,tree,confirmed,335,NA,46.85,widespread,Not endemic,138,125,,,,,,,,,,
Sessea brasiliensis,Solanaceae,Sessea brasiliensis Toledo,tree,confirmed,37,NA,100.0,pure_endemic,Endemic,34,0,,,,,,,,,,
Sessea regnellii,Solanaceae,Sessea regnellii Taub.,tree,confirmed,48,NA,97.87,near_endemic,Endemic,35,0,,,,,,,,,,
Setaria cordobensis,,Setaria cordobensis,,in AR list but not in AF checklist,0,,,,,,,,,"cat2: Plantas abundantes, presentes en sólo una de las grandes unidades fitogeog",,,,,,,
Setaria mendocina,,Setaria mendocina,,in AR list but not in AF checklist,0,,,,,,,,,"cat2: Plantas abundantes, presentes en sólo una de las grandes unidades fitogeog",,,,,,,
Sida calchaquiensis,,Sida calchaquiensis,,in AR list but not in AF checklist,0,,,,,,,,,"cat3: Plantas comunes, aunque no abundantes en una o más de las unidades fitogeo",,,,,,,
Sida pindapoyensis,,Sida pindapoyensis,,in AR list but not in AF checklist,0,,,,,,,,,cat5: Plantas de distribución restringida (como cat. 4) pero con poblaciones esc,,,,,,,
Sida rhizomatosa,,Sida rhizomatosa,,in AR list but not in AF checklist,0,,,,,,,,,cat5: Plantas de distribución restringida (como cat. 4) pero con poblaciones esc,,,,,,,
Sida tressensiae,,Sida tressensiae,,in AR list but not in AF checklist,0,,,,,,,,,cat5: Plantas de distribución restringida (como cat. 4) pero con poblaciones esc,,,,,,,
Sideroxylon obtusifolium,Sapotaceae,Sideroxylon obtusifolium (Roem. & Schult.) T.D.Penn.,tree,confirmed,470,NA,15.36,widespread,Not endemic,56,274,,,,timber,yes,,,,,
Sigmatanthus trifoliatus,Rutaceae,Sigmatanthus trifoliatus Huber ex Emmerich,tree,probable occurrence in the AF,53,,,,,,,,,,,,,,,,
Simaba guianensis,Simaroubaceae,Simaba guianensis Aubl.,tree,confirmed,150,NA,7.49,occasional,Not endemic,7,120,,,,,,,,,,
Simarouba amara,Simaroubaceae,Simarouba amara Aubl.,tree,confirmed,727,NA,27.83,widespread,Not endemic,136,462,,,,medicinal | timber,yes,,,,,
Simarouba versicolor,Simaroubaceae,Simarouba versicolor A.St.-Hil.,tree,new to AF,211,NA,3.35,occasional,Not in the AF,6,168,,,,,,,,,,
Simira corumbensis,Rubiaceae,Simira corumbensis (Standl.) Steyerm.,tree,new to AF,10,NA,11.11,widespread,Not in the AF,1,8,,,,,,,,,,
Simira eliezeriana,Rubiaceae,Simira eliezeriana Peixoto,tree,confirmed,11,NA,100.0,pure_endemic,Endemic,11,0,,,,,,,,,,
Simira gardneriana,Rubiaceae,Simira gardneriana M.R.V.Barbosa & Peixoto,tree,new to AF,35,NA,3.51,occasional,Not in the AF,1,27,,,,,,,,,,
Simira glaziovii,Rubiaceae,Simira glaziovii (K.Schum.) Steyerm.,tree,confirmed,50,NA,85.71,widespread,Endemic,33,2,,,,,,,,,,
Simira grazielae,Rubiaceae,Simira grazielae Peixoto,tree,confirmed,6,NA,100.0,pure_endemic,Endemic,5,0,,,,,,,,,,
Simira hatschbachiorum,Rubiaceae,Simira hatschbachiorum J.H.Kirkbr.,tree,confirmed,12,NA,100.0,pure_endemic,Endemic,8,0,,,,,,,,,,
Simira pikia,Rubiaceae,Simira pikia (K.Schum.) Steyerm.,tree,confirmed,19,NA,75.0,widespread,Endemic,7,2,,,,,,,,,,
Simira pisoniiformis,Rubiaceae,Simira pisoniiformis (Baill.) Steyerm.,tree,confirmed,33,NA,28.0,widespread,Not endemic,7,18,,,,,,,,,,
Simira rubescens,Rubiaceae,Simira rubescens (Benth.) Bremek. ex Steyerm.,tree,new to AF,217,NA,0.65,occasional,Not in the AF,1,167,,,,,,,,,,
Simira rubra,Rubiaceae,Simira rubra (Mart.) Steyerm.,tree,confirmed,8,NA,100.0,pure_endemic,Endemic,2,0,,,,,,,,,,
Simira sampaioana,Rubiaceae,Simira sampaioana (Standl.) Steyerm.,tree,confirmed,52,NA,94.81,near_endemic,Not endemic,41,4,en_peligro,,,,,,,,,
Simira viridiflora,Rubiaceae,Simira viridiflora (Allemao & Saldanha) Steyerm.,tree,confirmed,29,NA,100.0,pure_endemic,Endemic,25,0,,,,,,,,,,
Simira walteri,Rubiaceae,Simira walteri Silva Neto & Callado,tree,confirmed,7,NA,100.0,pure_endemic,Endemic,7,0,,,,,,,,,,
Sinningia amambayensis,,Sinningia amambayensis,,in PY threat list but not in AF checklist,0,,,,,,,en_peligro,,,,,,,,,
Siparuna bifida,Siparunaceae,Siparuna bifida (Poepp. & Endl.) A.DC.,tree,confirmed,192,NA,10.0,occasional,Not endemic,36,116,,,,,,,,,,
Siparuna brasiliensis,Siparunaceae,Siparuna brasiliensis (Spreng.) A.DC.,tree,confirmed,680,NA,80.08,widespread,Not endemic,484,116,,,,,,,,,,
Siparuna cuspidata,Siparunaceae,Siparuna cuspidata (Tul.) A.DC.,tree,new to AF,400,NA,0.36,occasional,Not in the AF,1,322,,,,,,,,,,
Siparuna cymosa,Siparunaceae,Siparuna cymosa Tolm.,tree,confirmed,41,NA,35.29,widespread,Not endemic,12,22,,,,,,,,,,
Siparuna glycycarpa,Siparunaceae,Siparuna glycycarpa (Ducke) Renner & Hausner,tree,confirmed,60,NA,29.17,widespread,Not endemic,15,40,,,,,,,,,,
Siparuna guianensis,Siparunaceae,Siparuna guianensis Aubl.,tree,confirmed,1542,NA,27.28,widespread,Not endemic,389,914,,,,,,,,,,
Siparuna krukovii,Siparunaceae,Siparuna krukovii A.C.Sm.,tree,new to AF,75,NA,1.69,occasional,Not in the AF,1,58,,,,,,,,,,
Siparuna poeppigii,Siparunaceae,Siparuna poeppigii (Tul.) A.DC.,tree,confirmed,112,NA,8.19,occasional,Not endemic,6,86,,,,,,,,,,
Siparuna reginae,Siparunaceae,Siparuna reginae (Tul.) A.DC.,tree,confirmed,165,NA,34.44,widespread,Not endemic,51,87,,,,,,,,,,
Siparuna thecaphora,Siparunaceae,Siparuna thecaphora (Poepp. & Endl.) A.DC.,tree,new to AF,1734,NA,0.34,occasional,Not in the AF,4,1362,,,,,,,,,,
Siphocampylus hypopogon,,Siphocampylus hypopogon,,in AR list but not in AF checklist,0,,,,,,,,,cat5: Plantas de distribución restringida (como cat. 4) pero con poblaciones esc,,,,,,,
Siphocampylus yerbalensis,,Siphocampylus yerbalensis,,in AR list but not in AF checklist,0,,,,,,,,,cat5: Plantas de distribución restringida (como cat. 4) pero con poblaciones esc,,,,,,,
Siphoneugena crassifolia,Myrtaceae,Siphoneugena crassifolia (DC.) Proen??a & Sobral,tree,confirmed,98,NA,85.31,widespread,Not endemic,62,2,,,,,,,,,,
Siphoneugena delicata,Myrtaceae,Siphoneugena delicata Sobral & Proen??a,tree,confirmed,7,NA,100.0,pure_endemic,Endemic,6,0,,,,,,,,,,
Siphoneugena densiflora,Myrtaceae,Siphoneugena densiflora O.Berg,tree,confirmed,226,NA,28.93,widespread,Not endemic,55,135,,,,,,,,,,
Siphoneugena dussii,Myrtaceae,Siphoneugena dussii (Krug & Urb.) Proen??a,tree,confirmed,123,NA,13.48,widespread,Not endemic,11,75,,,,,,,,,,
